,Invoice_No.,Date,Model_ID,Model_x,Region,Make,Model_y,Variant,Ex-Showroom_Price,Displacement,Emission_Norm,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Power,Torque,Odometer,Speedometer,Doors
878,4157,2021-05-27,1470,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,Delhi,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,BS 6,Petrol,Hatchback,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5.0
879,4131,2021-07-20,1470,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,Karnataka,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,BS 6,Petrol,Hatchback,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5.0
880,4585,2021-09-09,1470,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,Uttar Pradesh,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,BS 6,Petrol,Hatchback,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5.0
881,2816,2021-10-01,1470,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,Madhya Pradesh,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,BS 6,Petrol,Hatchback,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5.0
882,4003,2021-10-02,1470,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,Delhi,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,BS 6,Petrol,Hatchback,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5.0
883,3017,2021-11-12,1470,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,Haryana,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,BS 6,Petrol,Hatchback,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5.0
884,2921,2021-12-05,1470,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,Uttar Pradesh,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,BS 6,Petrol,Hatchback,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5.0
885,3188,2021-12-11,1470,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,Haryana,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,BS 6,Petrol,Hatchback,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5.0
886,4730,2021-01-15,1406,Maruti Suzuki Ertiga 1.5L Zdi Plus,Maharashtra,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"Rs. 11,20,689",1498 cc,BS IV,Diesel,MPV,,,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,5.0
887,4337,2021-05-12,1406,Maruti Suzuki Ertiga 1.5L Zdi Plus,Assam,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"Rs. 11,20,689",1498 cc,BS IV,Diesel,MPV,,,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,5.0
888,5320,2021-06-03,1406,Maruti Suzuki Ertiga 1.5L Zdi Plus,Rajasthan,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"Rs. 11,20,689",1498 cc,BS IV,Diesel,MPV,,,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,5.0
889,4222,2021-07-23,1406,Maruti Suzuki Ertiga 1.5L Zdi Plus,West Bengal,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"Rs. 11,20,689",1498 cc,BS IV,Diesel,MPV,,,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,5.0
890,3155,2021-09-19,1406,Maruti Suzuki Ertiga 1.5L Zdi Plus,Tamil Nadu,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"Rs. 11,20,689",1498 cc,BS IV,Diesel,MPV,,,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,5.0
891,3766,2021-10-14,1406,Maruti Suzuki Ertiga 1.5L Zdi Plus,Karnataka,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"Rs. 11,20,689",1498 cc,BS IV,Diesel,MPV,,,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,5.0
892,2720,2021-10-15,1406,Maruti Suzuki Ertiga 1.5L Zdi Plus,Delhi,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"Rs. 11,20,689",1498 cc,BS IV,Diesel,MPV,,,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,5.0
893,4634,2021-01-15,1385,Maruti Suzuki Baleno 1.2 Delta,Rajasthan,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
894,4816,2021-04-21,1385,Maruti Suzuki Baleno 1.2 Delta,Delhi,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
895,5290,2021-04-23,1385,Maruti Suzuki Baleno 1.2 Delta,Haryana,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
896,4953,2021-05-16,1385,Maruti Suzuki Baleno 1.2 Delta,Maharashtra,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
897,4284,2021-06-05,1385,Maruti Suzuki Baleno 1.2 Delta,Tamil Nadu,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
898,3073,2021-06-08,1385,Maruti Suzuki Baleno 1.2 Delta,Andhra Pradesh,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
899,4043,2021-06-17,1385,Maruti Suzuki Baleno 1.2 Delta,Karnataka,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
900,2995,2021-09-05,1385,Maruti Suzuki Baleno 1.2 Delta,Madhya Pradesh,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
901,3279,2021-11-03,1385,Maruti Suzuki Baleno 1.2 Delta,Maharashtra,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
902,2706,2021-11-03,1385,Maruti Suzuki Baleno 1.2 Delta,Maharashtra,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
903,4279,2021-12-30,1385,Maruti Suzuki Baleno 1.2 Delta,Maharashtra,Maruti Suzuki,Baleno,1.2 Delta,"Rs. 6,36,612",1197 cc,BS 6,Petrol,Hatchback,21.4 km/litre,,83 Bhp@6000rpm,115 Nm@4000rpm,Digital,Analog,5.0
904,4368,2021-01-16,1452,Volkswagen Passat 2.0 Tdi Comfortline,Assam,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
905,3296,2021-03-07,1452,Volkswagen Passat 2.0 Tdi Comfortline,Tamil Nadu,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
906,5344,2021-03-18,1452,Volkswagen Passat 2.0 Tdi Comfortline,Delhi,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
907,3166,2021-04-12,1452,Volkswagen Passat 2.0 Tdi Comfortline,Uttar Pradesh,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
908,2798,2021-04-20,1452,Volkswagen Passat 2.0 Tdi Comfortline,Karnataka,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
909,5068,2021-06-20,1452,Volkswagen Passat 2.0 Tdi Comfortline,Madhya Pradesh,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
910,4894,2021-07-29,1452,Volkswagen Passat 2.0 Tdi Comfortline,Rajasthan,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
911,2817,2021-09-29,1452,Volkswagen Passat 2.0 Tdi Comfortline,Rajasthan,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
912,4817,2021-11-11,1452,Volkswagen Passat 2.0 Tdi Comfortline,West Bengal,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
913,2922,2021-11-15,1452,Volkswagen Passat 2.0 Tdi Comfortline,Madhya Pradesh,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
914,2838,2021-11-19,1452,Volkswagen Passat 2.0 Tdi Comfortline,Maharashtra,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,BS IV,Diesel,Sedan,,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,4.0
915,3297,2021-01-16,1369,Audi Q7 40 Tfsi Quattro Technology Pack,Maharashtra,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,BS IV,Petrol,SUV,,,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,5.0
916,2807,2021-01-24,1369,Audi Q7 40 Tfsi Quattro Technology Pack,Rajasthan,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,BS IV,Petrol,SUV,,,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,5.0
917,2646,2021-04-21,1369,Audi Q7 40 Tfsi Quattro Technology Pack,Bihar,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,BS IV,Petrol,SUV,,,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,5.0
918,3141,2021-06-25,1369,Audi Q7 40 Tfsi Quattro Technology Pack,Haryana,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,BS IV,Petrol,SUV,,,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,5.0
919,5184,2021-07-19,1369,Audi Q7 40 Tfsi Quattro Technology Pack,Delhi,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,BS IV,Petrol,SUV,,,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,5.0
920,3696,2021-07-21,1369,Audi Q7 40 Tfsi Quattro Technology Pack,Madhya Pradesh,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,BS IV,Petrol,SUV,,,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,5.0
921,4136,2021-08-11,1369,Audi Q7 40 Tfsi Quattro Technology Pack,Delhi,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,BS IV,Petrol,SUV,,,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,5.0
922,4476,2021-12-07,1369,Audi Q7 40 Tfsi Quattro Technology Pack,Uttar Pradesh,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,BS IV,Petrol,SUV,,,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,5.0
923,3922,2021-01-16,1523,Hyundai Kona Electric Premium,Uttar Pradesh,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
924,4363,2021-01-24,1523,Hyundai Kona Electric Premium,Maharashtra,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
925,2514,2021-03-04,1523,Hyundai Kona Electric Premium,Tamil Nadu,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
926,2840,2021-03-05,1523,Hyundai Kona Electric Premium,Maharashtra,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
927,4399,2021-04-12,1523,Hyundai Kona Electric Premium,West Bengal,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
928,4823,2021-05-04,1523,Hyundai Kona Electric Premium,Tamil Nadu,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
929,5261,2021-05-04,1523,Hyundai Kona Electric Premium,Karnataka,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
930,3574,2021-06-09,1523,Hyundai Kona Electric Premium,Maharashtra,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
931,3382,2021-07-17,1523,Hyundai Kona Electric Premium,Karnataka,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
932,5059,2021-07-28,1523,Hyundai Kona Electric Premium,Karnataka,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
933,3149,2021-08-20,1523,Hyundai Kona Electric Premium,Maharashtra,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
934,5443,2021-10-04,1523,Hyundai Kona Electric Premium,Madhya Pradesh,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
935,3861,2021-11-04,1523,Hyundai Kona Electric Premium,Madhya Pradesh,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
936,4324,2021-11-05,1523,Hyundai Kona Electric Premium,West Bengal,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
937,4740,2021-11-24,1523,Hyundai Kona Electric Premium,Rajasthan,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
938,4982,2021-12-02,1523,Hyundai Kona Electric Premium,Delhi,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
939,2790,2021-12-20,1523,Hyundai Kona Electric Premium,Tamil Nadu,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
940,4625,2021-12-22,1523,Hyundai Kona Electric Premium,Madhya Pradesh,Hyundai,Kona Electric,Premium,"Rs. 23,71,858",,,Electric,SUV,,,136 bhp,395 Nm,Digital,Digital,5.0
941,3317,2021-01-16,1213,Tata Tigor Revotron Xm,Andhra Pradesh,Tata,Tigor,Revotron Xm,"Rs. 6,10,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
942,3994,2021-03-29,1213,Tata Tigor Revotron Xm,Andhra Pradesh,Tata,Tigor,Revotron Xm,"Rs. 6,10,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
943,3410,2021-03-30,1213,Tata Tigor Revotron Xm,West Bengal,Tata,Tigor,Revotron Xm,"Rs. 6,10,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
944,3745,2021-10-06,1213,Tata Tigor Revotron Xm,Madhya Pradesh,Tata,Tigor,Revotron Xm,"Rs. 6,10,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
945,4822,2021-12-14,1213,Tata Tigor Revotron Xm,Haryana,Tata,Tigor,Revotron Xm,"Rs. 6,10,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
946,2522,2021-01-17,1101,Maruti Suzuki Dzire Zxi Plus,Maharashtra,Maruti Suzuki,Dzire,Zxi Plus,"Rs. 8,21,613",1197 cc,BS IV,Petrol,Sedan,16.3 km/litre,,84.3PS@6000rpm,115Nm@4000rpm,Digital,Analog,4.0
947,5428,2021-02-26,1101,Maruti Suzuki Dzire Zxi Plus,West Bengal,Maruti Suzuki,Dzire,Zxi Plus,"Rs. 8,21,613",1197 cc,BS IV,Petrol,Sedan,16.3 km/litre,,84.3PS@6000rpm,115Nm@4000rpm,Digital,Analog,4.0
948,2936,2021-01-17,1446,Hyundai Tucson 2Wd At Gl Diesel,Maharashtra,Hyundai,Tucson,2Wd At Gl Diesel,"Rs. 23,64,354",1995 cc,BS IV,Diesel,SUV,"16,38 km/litre",16.38 km/litre,185PS@4000rpm,400NM@1750rpm,Yes,Analog,5.0
949,4310,2021-01-28,1446,Hyundai Tucson 2Wd At Gl Diesel,Tamil Nadu,Hyundai,Tucson,2Wd At Gl Diesel,"Rs. 23,64,354",1995 cc,BS IV,Diesel,SUV,"16,38 km/litre",16.38 km/litre,185PS@4000rpm,400NM@1750rpm,Yes,Analog,5.0
950,5453,2021-03-10,1446,Hyundai Tucson 2Wd At Gl Diesel,Tamil Nadu,Hyundai,Tucson,2Wd At Gl Diesel,"Rs. 23,64,354",1995 cc,BS IV,Diesel,SUV,"16,38 km/litre",16.38 km/litre,185PS@4000rpm,400NM@1750rpm,Yes,Analog,5.0
951,5168,2021-07-11,1446,Hyundai Tucson 2Wd At Gl Diesel,Haryana,Hyundai,Tucson,2Wd At Gl Diesel,"Rs. 23,64,354",1995 cc,BS IV,Diesel,SUV,"16,38 km/litre",16.38 km/litre,185PS@4000rpm,400NM@1750rpm,Yes,Analog,5.0
952,5276,2021-11-20,1446,Hyundai Tucson 2Wd At Gl Diesel,Madhya Pradesh,Hyundai,Tucson,2Wd At Gl Diesel,"Rs. 23,64,354",1995 cc,BS IV,Diesel,SUV,"16,38 km/litre",16.38 km/litre,185PS@4000rpm,400NM@1750rpm,Yes,Analog,5.0
953,5139,2021-01-17,1459,Audi A5 Cabriolet 2.0 Tdi,West Bengal,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
954,3132,2021-01-26,1459,Audi A5 Cabriolet 2.0 Tdi,Haryana,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
955,4669,2021-02-16,1459,Audi A5 Cabriolet 2.0 Tdi,Tamil Nadu,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
956,4818,2021-02-17,1459,Audi A5 Cabriolet 2.0 Tdi,Maharashtra,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
957,5081,2021-04-12,1459,Audi A5 Cabriolet 2.0 Tdi,Tamil Nadu,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
958,5454,2021-04-17,1459,Audi A5 Cabriolet 2.0 Tdi,Delhi,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
959,2962,2021-05-07,1459,Audi A5 Cabriolet 2.0 Tdi,Uttar Pradesh,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
960,4353,2021-05-13,1459,Audi A5 Cabriolet 2.0 Tdi,Tamil Nadu,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
961,5038,2021-05-21,1459,Audi A5 Cabriolet 2.0 Tdi,Haryana,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
962,5226,2021-06-10,1459,Audi A5 Cabriolet 2.0 Tdi,Andhra Pradesh,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
963,4066,2021-07-09,1459,Audi A5 Cabriolet 2.0 Tdi,Rajasthan,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
964,4922,2021-08-06,1459,Audi A5 Cabriolet 2.0 Tdi,Maharashtra,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
965,4658,2021-08-17,1459,Audi A5 Cabriolet 2.0 Tdi,Tamil Nadu,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
966,4884,2021-09-03,1459,Audi A5 Cabriolet 2.0 Tdi,Maharashtra,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
967,4991,2021-12-24,1459,Audi A5 Cabriolet 2.0 Tdi,Maharashtra,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,BS IV,Diesel,Convertible,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2.0
968,5295,2021-01-17,1143,Bmw X3 Xdrive 20D Luxury Line,Andhra Pradesh,Bmw,X3,Xdrive 20D Luxury Line,"Rs. 59,30,000",1995 cc,BS IV,Diesel,SUV,16 km/litre,18.56 km/litre,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
969,2571,2021-08-12,1143,Bmw X3 Xdrive 20D Luxury Line,Delhi,Bmw,X3,Xdrive 20D Luxury Line,"Rs. 59,30,000",1995 cc,BS IV,Diesel,SUV,16 km/litre,18.56 km/litre,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
970,3220,2021-11-10,1143,Bmw X3 Xdrive 20D Luxury Line,Bihar,Bmw,X3,Xdrive 20D Luxury Line,"Rs. 59,30,000",1995 cc,BS IV,Diesel,SUV,16 km/litre,18.56 km/litre,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
971,5242,2021-11-19,1143,Bmw X3 Xdrive 20D Luxury Line,Tamil Nadu,Bmw,X3,Xdrive 20D Luxury Line,"Rs. 59,30,000",1995 cc,BS IV,Diesel,SUV,16 km/litre,18.56 km/litre,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
972,3174,2021-01-17,1407,Maruti Suzuki Ertiga Vxi Cng (Cng +,Delhi,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,"Rs. 8,87,689",1462 cc,BS 6,CNG + Petrol,MUV,,,103Bhp@6000rpm,180Nm@4400rpm,Digital,Analog,5.0
973,3038,2021-02-25,1407,Maruti Suzuki Ertiga Vxi Cng (Cng +,Madhya Pradesh,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,"Rs. 8,87,689",1462 cc,BS 6,CNG + Petrol,MUV,,,103Bhp@6000rpm,180Nm@4400rpm,Digital,Analog,5.0
974,3866,2021-03-16,1407,Maruti Suzuki Ertiga Vxi Cng (Cng +,Uttar Pradesh,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,"Rs. 8,87,689",1462 cc,BS 6,CNG + Petrol,MUV,,,103Bhp@6000rpm,180Nm@4400rpm,Digital,Analog,5.0
975,5309,2021-04-20,1407,Maruti Suzuki Ertiga Vxi Cng (Cng +,Madhya Pradesh,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,"Rs. 8,87,689",1462 cc,BS 6,CNG + Petrol,MUV,,,103Bhp@6000rpm,180Nm@4400rpm,Digital,Analog,5.0
976,3403,2021-06-03,1407,Maruti Suzuki Ertiga Vxi Cng (Cng +,Haryana,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,"Rs. 8,87,689",1462 cc,BS 6,CNG + Petrol,MUV,,,103Bhp@6000rpm,180Nm@4400rpm,Digital,Analog,5.0
